C:\Users\Zhihan\keras-retinanet\data\train_select\03bea0cd4ed50c878435c323dc017349.jpg,324,10,417,98,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\0635e21931ed3da9ac91298a8f26f67f.jpg,485,410,734,657,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\0635e21931ed3da9ac91298a8f26f67f.jpg,499,147,743,386,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\10.JPG,484,153,508,174,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10.JPG,564,236,594,260,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\10020_24.53712840000043_117.9908056.jpg,557,208,590,237,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10202_24.431586704142727_118.10939784319527.jpg,550,251,614,308,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10202_24.4316381021286_118.10940832765958.jpg,415,327,433,345,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10281_24.43464334285753_118.10521574285715.jpg,180,353,202,376,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10281_24.43464334285753_118.10521574285715.jpg,180,377,201,398,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10281_24.43467514285757_118.10522825714285.jpg,155,308,211,364,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10281_24.43467514285757_118.10522825714285.jpg,159,364,208,420,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10317_24.524300909091373_118.01380599999999.jpg,642,153,686,190,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10321_24.523650643725674_118.01392179352227.jpg,234,339,295,398,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10321_24.523800707819735_118.01387511522636.jpg,563,225,597,256,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10341_24.43525912500033_118.12913487499999.jpg,218,322,240,352,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\10454_24.490868000001196_118.02118679999998.jpg,770,327,789,349,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\10490_24.534231500000004_118.02343550000002.jpg,60,316,90,345,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\10535_24.439606682540088_118.0879484920635.jpg,762,350,788,376,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10660_24.44191707142936_118.08834204761905.jpg,594,352,616,374,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10660_24.441920666667407_118.08839784523809.jpg,680,321,727,369,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10660_24.441957725275277_118.0883665054945.jpg,755,352,787,384,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10693_24.4427025211646_118.08985889947088.jpg,887,324,916,352,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\10718_24.44372221641875_118.1542615522388.jpg,838,346,865,371,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\10734_24.490979833334148_118.02805249999999.jpg,183,320,234,369,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10758_24.583230031250714_118.02845859375.jpg,939,303,968,348,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\10882_24.46137456521793_118.03007356521738.jpg,439,339,462,362,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10919_24.449945068477575_118.07956737544272.jpg,539,272,558,289,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10919_24.44998173761786_118.07948304953145.jpg,548,204,582,233,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10957_24.451101111111374_118.11896081111111.jpg,27,386,73,434,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\10966_24.464496634146712_118.03135212195122.jpg,412,301,454,343,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\10966_24.464496634146712_118.03135212195122.jpg,193,329,222,365,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\10971_24.44193920647775_118.08845601619431.jpg,984,307,1011,352,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\10979_24.450749959834702_118.07513405540168.jpg,869,301,891,324,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\10979_24.4510770731165_118.0750088008999.jpg,616,225,644,254,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\11.JPG,399,124,447,163,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11.JPG,581,279,657,332,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\11150_24.455005101429236_118.08198047428571.jpg,956,310,984,337,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11150_24.455079736319043_118.08204797885573.jpg,811,325,831,345,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11157_24.581821259259616_118.03378040740739.jpg,634,273,652,291,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11157_24.581821259259616_118.03378040740739.jpg,634,292,654,312,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11157_24.581880040000858_118.03380116.jpg,765,194,806,228,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11157_24.581880040000858_118.03380116.jpg,767,228,805,264,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11184_24.499174826698418_118.03426818735363.jpg,795,332,836,377,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\11191_24.45539191509502_118.07658393396227.jpg,710,322,732,345,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11191_24.45539191509502_118.07658393396227.jpg,441,183,481,217,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11191_24.455406916667062_118.07662765384616.jpg,730,256,781,303,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11194_24.45536327769843_118.07694681582734.jpg,679,140,726,176,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11304_24.560130940000537_118.03555715.jpg,766,338,806,382,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\11370_24.567359193104046_118.03662578620688.jpg,268,42,313,93,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11433_24.457188278690154_118.08775565573771.jpg,724,326,750,354,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11433_24.457188278690154_118.08775565573771.jpg,725,356,749,383,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\11645_24.4553638358937_118.07688732255448.jpg,661,153,703,185,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11659_24.459094329269007_118.06768709451221.jpg,120,341,140,368,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11773_24.45966697674471_118.0773881860465.jpg,825,351,858,383,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11946_24.4624564117651_118.07167319999999.jpg,457,318,481,349,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\11994_24.46261350000053_118.08366939610391.jpg,862,313,899,351,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11994_24.46261350000053_118.08366939610391.jpg,863,354,898,390,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\11994_24.46271952032565_118.08362813008131.jpg,715,337,741,363,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\11994_24.46271952032565_118.08362813008131.jpg,716,364,740,388,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\119c73585499b8a402ed2f12ec0f5e58.jpg,282,81,368,177,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\12.JPG,450,138,474,161,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12.JPG,450,176,474,201,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\12040_24.462544143885648_118.10570405755395.jpg,622,348,645,372,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12040_24.462577978102818_118.10566799270072.jpg,875,322,901,369,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12090_24.4636073278699_118.07715606557377.jpg,762,328,789,357,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12090_24.4636073278699_118.07715606557377.jpg,761,358,789,385,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\12095_24.463227612903857_118.08089567741936.jpg,727,334,775,396,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\12110_24.463455058823865_118.08308488235295.jpg,122,316,160,369,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\12202_24.46429863114828_118.17382824590166.jpg,744,311,782,348,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\12202_24.46429863114828_118.17382824590166.jpg,744,348,782,384,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\12230_24.45907127941205_118.06767461887252.jpg,163,331,181,355,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12587_24.457539676471356_118.07290697794119.jpg,921,290,973,364,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\12587_24.457539676471356_118.07290697794119.jpg,804,323,848,367,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\12692_24.461754205128788_118.07385728205129.jpg,686,320,715,353,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12937_24.47035693421172_118.08384143421053.jpg,641,272,687,318,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\12937_24.47035693421172_118.08384143421053.jpg,641,322,687,371,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\13.JPG,433,177,454,196,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13.JPG,433,210,456,232,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13023_24.456932005507383_118.07621473237886.jpg,651,175,683,201,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\13033_24.458891284553513_118.07647985365853.jpg,871,328,897,355,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\13033_24.458891284553513_118.07647985365853.jpg,873,356,896,380,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\13048_24.45608408126777_118.07639292148761.jpg,415,346,440,380,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\13061_24.480272543353415_118.0763225433526.jpg,732,300,768,350,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13061_24.480272543353415_118.0763225433526.jpg,733,253,767,299,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\13068_24.478659408602763_118.07650664516129.jpg,651,353,672,375,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\13068_24.478659408602763_118.07650664516129.jpg,651,331,672,352,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13086_24.45535303703789_118.0765351111111.jpg,604,334,625,354,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13086_24.45535303703789_118.0765351111111.jpg,348,246,372,271,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13086_24.45535303703789_118.0765351111111.jpg,717,284,780,346,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13086_24.45540404132272_118.07662252066116.jpg,730,256,780,303,turn_left
